Company,Job Title,Job Type,Experience level,Company_requirement,Facilities,Salary (USD),Job Format,country,Domain
Flock Safety,Machine Learning Engineer,Full Time,Not specified,"Computer Science,Data pipelines,Deep Learning,Engineering,Git,Linear algebra","Career development,Equity,Fertility benefits,Flex vacation,Health care",150000.0,Remote,United States,Machine Learning
JFrog,Senior DevOps Data Engineer (DBA),Full Time,Senior-level,"AWS,Azure,DevOps,GCP,Kubernetes,MongoDB",Not specified,115000.0,In location,Israel,Data Engineer
Cedar,Senior Data Scientist (Data Products),Full Time,Senior-level,"Business Intelligence,Engineering,Healthcare technology,Looker,Machine Learning,ML models","Career development,Competitive pay,Equity,Flex vacation,Health care",178000.0,In location,United States,Data Science
Deezer,Data Analyst Intern m/f/d - Content,Internship,Entry-level,"Computer Science,Data analysis,Data Analytics,Data Studio,Economics,Engineering","Career development,Startup environment,Yoga",0.0,In location,France,Data Analyst
2K,Data Engineer II,Full Time,Senior-level,"Airflow,APIs,AWS,Azure,Big Data,Business Intelligence",Career development,115000.0,In location,United States,Big Data
Back Market,Senior Data Analyst -  Growth & Customer Engagement,Full Time,Senior-level,"E-commerce,Python,SQL,Statistics","Career development,Equity,Flex hours,Flex vacation,Health care",92000.0,In location,France,Data Analyst
Bosch Group,Data Engineer - Architecting and Developing Bosch-wide Analytical Solutions (M/F),Full Time,Senior-level,"Agile,Architecture,Azure,Big Data,Business Intelligence,Computer Science","Career development,Flex hours",115000.0,In location,Portugal,Big Data
Adevinta,Senior Data Analyst Coches.net,Full Time,Senior-level,"Airflow,Big Data,Classification,Clustering,Data analysis,Databricks","Career development,Competitive pay,Conferences,Fitness / gym,Gear",92000.0,In location,Spain,Big Data
Canva,Senior Machine Learning Engineer - Recommendations/Search/AI (Open to remote across ANZ),Full Time,Senior-level,"Data analysis,Machine Learning,NLP","Career development,Fitness / gym,Flex hours,Flex vacation,Home office stipend",131000.0,In location,Australia,Artificial Intelligence
STOW Group,Un.e Ingénieur.e Logiciel Robotics,Full Time,Entry-level,"Docker,Linux,Python,Robotics",Not specified,39000.0,In location,France,"UN.E INGÉNIEUR.E LOGICIEL ROBOTICS DOCKER,LINUX,PYTHON,ROBOTICS,,"
ShopBack,Chatbot Specialist,Full Time,Not specified,"Agile,Chatbots,Copywriting,CX,Data Analytics,Excel",Not specified,56000.0,In location,Germany,Data Analyst
Captivation Software,Junior Software Engineer - Python / Java / AI / ML,Full Time,Entry-level,"Computer Science,Engineering,Machine Learning,Python,Security","401(k) matching,Career development,Health care,Insurance",125000.0,In location,United States,Artificial Intelligence
Airbnb,"Senior Machine Learning Engineer, Community Support Platform",Full Time,Senior-level,"A/B testing,Airflow,APIs,Computer Vision,Data pipelines,Data warehouse","Career development,Salary bonus",185000.0,In location,United States,Machine Learning
Utility Warehouse,Partner and Growth Data Analyst,Full Time,Entry-level,"Architecture,Data Analytics,Data Studio,GCP,Looker,Python","Career development,Competitive pay,Equity,Fitness / gym,Health care",42000.0,In location,United Kingdom,Data Analyst
Tiger Analytics,Manager - Data Engineering,Full Time,Mid-level,"AWS,Azure,Big Data,BigQuery,Data governance,Data pipelines",Career development,73000.0,In location,Jersey,Data Science
Visa,Senior Data Scientist,Full Time,Senior-level,"Banking,Clustering,Computer Science,Consulting,Linux,Machine Learning","Career development,Team events,Travel",129000.0,In location,Japan,Data Science
Natixis in Portugal,Senior Big Data Engineer  CIB,Full Time,Senior-level,"Agile,Architecture,Azure,Banking,Big Data,Bitbucket","Gear,Home office stipend,Startup environment",30000.0,In location,Portugal,Big Data
Spotify,"Staff Machine Learning Engineer, LLM",Full Time,Senior-level,"Agile,Architecture,Engineering,GCP,Google Cloud,LLMs","Career development,Flex hours,Flex vacation,Health care,Parental leave",0.0,In location,United States,Machine Learning
Publicis Groupe,Lead Business Intelligence Developer,Full Time,Senior-level,"BigQuery,Business Intelligence,Data governance,Data management,Data visualization,Data Warehousing",Not specified,55000.0,In location,India,Business Intelligence
Bosch Group,Senior Data Engineer - Architecting and Developing Bosch-wide Analytical Solutions (M/F),Full Time,Senior-level,"Agile,Architecture,Azure,Big Data,Business Intelligence,Computer Science","Career development,Flex hours",115000.0,In location,Portugal,Big Data
Verisk,Senior Research Analyst -L48,Full Time,Senior-level,"Consulting,Data analysis,Economics,Engineering,Excel,Finance",Not specified,69000.0,In location,Mexico,Data Analyst
Loblaw Digital,Senior Machine Learning Engineer - Retail Media Platform,Full Time,Senior-level,"Computer Science,E-commerce,Kafka,KPIs,Looker,Machine Learning",Not specified,131000.0,In location,Canada,Machine Learning
WHOOP,Data Scientist (Coaching),Full Time,Senior-level,"Bayesian,Causal inference,Computer Science,Data visualization,Machine Learning,Mathematics",Not specified,129000.0,In location,United States,Data Science
Pipedrive,Data Science Lead,Full Time,Senior-level,"AWS,Data analysis,Data Analytics,Data governance,EDA,Engineering","Career development,Competitive pay,Equity,Flex hours,Health care",62000.0,In location,Estonia,Data Science
dentsu international,Analyst- Data Management,Full Time,Entry-level,"Data Analytics,Data management,Excel,Statistics",Startup environment,35000.0,In location,India,Data Analyst
SoFi,Data Scientist,Full Time,Senior-level,"AWS,Business Intelligence,Computer Science,Data analysis,Finance,FinTech","Career development,Competitive pay,Health care,Insurance",140000.0,In location,United States,Data Science
AFRY,Data Engineer,Full Time,Senior-level,"AWS,Azure,Computer Science,Databricks,Data pipelines,Data warehouse",Not specified,115000.0,In location,Sweden,Data Engineer
Applied Physics,Data Scientist,Full Time,Mid-level,"Computer Science,Data analysis,Data management,Engineering,Linux,Machine Learning","Career development,Competitive pay,Equity,Flex hours",55000.0,In location,Sweden,Data Science
Futurae,Software / ML Engineer (Remote),Full Time,Mid-level,"Agile,APIs,Big Data,CI/CD,DevOps,Finance","Career development,Equity,Flat hierarchy,Gear,Signing bonus",77000.0,Remote,Remote Worldwide,Big Data
SoFi,"Staff Data Scientist, Invest",Full Time,Senior-level,"A/B testing,Airflow,AWS,Big Data,Business Analytics,Data visualization","Career development,Competitive pay,Health care,Insurance",197000.0,In location,United States,Data Science
Publicis Groupe,Head of Data & Analytics,Full Time,Executive-level,"Business Intelligence,Data management,Python,R,Spark,Statistics",Team events,102000.0,In location,United Kingdom,Big Data
KMS Technology,Senior AI Engineer,Full Time,Senior-level,"Computer Vision,Consulting,Healthcare technology,JavaScript,Keras,Machine Learning","Career development,Flex hours,Salary bonus,Startup environment,Team events",55000.0,In location,Not exists,Artificial Intelligence
Deliveroo,"Data Analyst, Marketing",Full Time,Senior-level,"Causal inference,Data Mining,Data quality,Excel,Finance,Machine Learning","Career development,Flex vacation,Health care",92000.0,In location,India,Data Analyst
Vosker,Data Architect,Full Time,Senior-level,"Architecture,Data governance,Data Warehousing,Engineering,ETL,RDBMS",Health care,135000.0,In location,Canada,"DATA ARCHITECT ARCHITECTURE,DATA GOVERNANCE,DATA WAREHOUSING,ENGINEERING,ETL,RDBMS"
Tiger Analytics,"Lead Data Scientist (DL & AI Modeling, Forecasting) (Canada)",Full Time,Mid-level,"Computer Science,Consulting,Consulting firm,Data visualization,Deep Learning,Economics","Career development,Conferences",55000.0,Remote,Canada,Artificial Intelligence
Unit4,Cloud FinOps (Data Analyst Engineer),Full Time,Entry-level,"AWS,Azure,Consulting,Data analysis,Databricks,DevOps","Career development,Startup environment,Unlimited paid time off",42000.0,In location,Malaysia,Data Analyst
Guidewire Software,Data Analyst - Chennai,Full Time,Senior-level,"APIs,Bitbucket,Computer Science,Data quality,Data visualization,Engineering","Career development,Insurance",92000.0,In location,India,Data Analyst
Publicis Groupe,Data Analyst (H/F) - Alternance,Full Time,Entry-level,"Agile,AWS,Azure,BigQuery,Data Analytics,Engineering",Not specified,42000.0,In location,France,Data Analyst
insightsoftware,Data Engineer II,Full Time,Senior-level,"Agile,Architecture,AWS,Azure,Business Intelligence,Data analysis",Not specified,115000.0,In location,United States,Data Engineer
insightsoftware,"Manager, Engineering (C#, .NET CORE, SQL, React, AWS/Azure, ETL, SAP Systems)",Full Time,Senior-level,"Agile,Architecture,AWS,Azure,CI/CD,Classification",Startup environment,55000.0,In location,India,"MANAGER, ENGINEERING (C#, .NET CORE, SQL, REACT, AWS/AZURE, ETL, SAP SYSTEMS) AGILE,ARCHITECTURE,AWS,AZURE,CI/CD,CLASSIFICATION"
Talan,Consultant(e) Power BI & Azure - H/F,Full Time,Entry-level,"Azure,Consulting,Data Analytics,ETL,Kanban,Power BI",Not specified,39000.0,In location,France,Data Analyst
Bosch Group,"Financial Data Analyst (Power BI, English)",Full Time,Entry-level,"Computer Science,Consulting,Data analysis,Data Mining,Economics,Engineering","Flex hours,Salary bonus,Startup environment,Team events,Yoga",42000.0,In location,Not exists,Data Analyst
Verisk,Business Intelligence Architect,Full Time,Senior-level,"Angular,Architecture,Big Data,Business Intelligence,Computer Science,Data Analytics","Career development,Equity,Insurance,Team events",69000.0,In location,Jersey,Big Data
Experfy Inc,Senior Business Analyst/Data Analytics,Full Time,Mid-level,"Agile,Business Intelligence,Data Analytics,Data management,Data quality,Data visualization",Not specified,56000.0,In location,United States,Data Analyst
Amazon.com,"SDM, ML Engineering, Amazon",Full Time,Senior-level,"Architecture,AWS,Big Data,Computer Science,Data quality,Distributed Systems","Career development,Equity",148000.0,In location,United States,Big Data
GlobeMed Group,Senior BI Developer,Full Time,Senior-level,"Business Intelligence,Computer Science,Data warehouse,ETL,QlikView,Research",Not specified,55000.0,In location,Lebanon,Business Intelligence
Zest AI,Data Scientist,Full Time,Senior-level,"Big Data,Computer Science,Engineering,Machine Learning,Mathematics,Physics",Not specified,95000.0,Remote,United States,Data Science
Motional,Senior Autonomy Integration Engineer - Commercialization Team,Full Time,Senior-level,"Computer Science,Engineering,Machine Learning,Python,Robotics,Testing","401(k) matching,Career development,Equity,Flex hours,Health care",168000.0,Remote,United States,Machine Learning
BlackSky,Senior Software Engineer (Data Engineering),Full Time,Senior-level,"Agile,Airflow,Architecture,AWS,Big Data,Business Intelligence","401(k) matching,Career development,Flex hours,Flex vacation,Health care",115000.0,Remote,United States,Data Science
Sogetrel,Alternance - Assistant Data Analyst H/F,Full Time,Entry-level,"Big Data,Excel,Power BI,Tableau",Not specified,42000.0,In location,France,Big Data
MealSuite,Nutrition Data Management Specialist,Full Time,Mid-level,"Agile,Data management,Excel","Career development,Startup environment,Unlimited paid time off",56000.0,In location,Canada,"NUTRITION DATA MANAGEMENT SPECIALIST AGILE,DATA MANAGEMENT,EXCEL,,,"
CI&T,"[10418 ] Data Developer Master, Brazil",Full Time,Not specified,"AWS,Azure,CX,Engineering,Hadoop,Oracle",Not specified,50000.0,In location,Brazil,Big Data
Cedar,Data Scientist III (Data Products),Full Time,Senior-level,"Business Intelligence,Engineering,Healthcare technology,Looker,Machine Learning,ML models","Career development,Competitive pay,Equity,Flex vacation,Health care",148000.0,In location,United States,Data Science
Believe,Data Specialist,Full Time,Senior-level,"AWS,Big Data,Databricks,Data management",Transparency,70000.0,In location,France,Big Data
BlaBlaCar,Data Engineer - BlaBlaCar Daily,Full Time,Mid-level,"Airflow,BigQuery,Data management,Data quality,Data warehouse,Engineering","Career development,Flex hours,Health care,Parental leave,Relocation support",73000.0,Remote,France,Data Engineer
Zscaler,"Sr Data Engineer - Machine Learning, Data Cleaning, Streaming, Pipelining, Preprocessing, ETL",Full Time,Senior-level,"Airflow,BigQuery,Business Intelligence,Computer Science,Distributed Systems,Docker","Startup environment,Team events",115000.0,In location,India,Data Engineer
InnovaFeed,Junior Data Engineer M/W,Full Time,Entry-level,"Computer Science,Databricks,Data pipelines,Data quality,Engineering,Industrial",Startup environment,59000.0,In location,France,Data Engineer
Publicis Groupe,Product Data Strategist (Hybrid),Full Time,Executive-level,"Architecture,AWS,Azure,Computer Science,Data analysis,Data Mining","Career development,Health care",81000.0,In location,United States,Data Analyst
dentsu international,DB/ETL Tech Lead,Full Time,Not specified,"AWS,Azure,BigQuery,Computer Science,Consulting,CX",Not specified,50000.0,In location,India,"DB/ETL TECH LEAD AWS,AZURE,BIGQUERY,COMPUTER SCIENCE,CONSULTING,CX"
Databricks,Customer Data Engineer,Full Time,Entry-level,"AWS,Azure,Consulting,Data Analytics,Databricks,Data Warehousing",Not specified,59000.0,In location,Costa Rica,Data Engineer
Experian,Senior Data Analyst,Full Time,Senior-level,"AWS,Business Intelligence,Consulting,Data analysis,Data Mining,EDA","Career development,Medical leave,Salary bonus",92000.0,In location,Costa Rica,Data Analyst
Employer Direct Healthcare,Data Engineer,Full Time,Mid-level,"Azure,Business Analytics,Data analysis,Data governance,Data pipelines,Engineering","401(k) matching,Career development,Health care,Insurance,Medical leave",73000.0,In location,United States,Data Engineer
Etsy,"Software Engineer II, Machine Learning",Full Time,Senior-level,"Azure,Engineering,GCP,Google Cloud,Machine Learning,ML infrastructure","Career development,Competitive pay,Equity,Salary bonus",142000.0,In location,United States,Machine Learning
Doctor Care,Data Operations Administrator ( 3 Month Contract ),Full Time,Mid-level,"DataOps,Data quality,Excel","Career development,Flex hours,Gear,Health care,Parental leave",45000.0,Remote,United Kingdom,"DATA OPERATIONS ADMINISTRATOR ( 3 MONTH CONTRACT ) DATAOPS,DATA QUALITY,EXCEL,,,"
Sertis,Senior Data Analyst - Business Intelligence,Full Time,Senior-level,"Banking,Business Intelligence,Computer Vision,Data Analytics,Data governance,Data visualization","Career development,Flex hours,Startup environment,Team events",92000.0,In location,Thailand,Data Analyst
Fluence,Data Scientist - Battery Energy Storage System,Full Time,Entry-level,"Agile,Big Data,Chemistry,Data analysis,Engineering,Linux",Startup environment,39000.0,In location,Switzerland,Data Science
Cubic Telecom,Business Intelligence Analyst - Supporting Finance and Commercial teams,Full Time,Mid-level,"Business Intelligence,Finance","Career development,Health care,Team events",51000.0,In location,Ireland,Business Intelligence
Natixis in Portugal,Data Analyst w/ Business Intelligence - CIB,Full Time,Entry-level,"Banking,Big Data,Business Intelligence,Excel,HiveQL,Power BI",Startup environment,42000.0,In location,Portugal,Big Data
2K,"Senior Data Engineer, Platforms",Full Time,Senior-level,"Airflow,APIs,Architecture,AWS,Azure,Big Data",Career development,115000.0,In location,United States,Big Data
Interpublic Group,"IT Intern, Data Integration Services",Internship,Entry-level,"Excel,Splunk,Testing",Equity,0.0,Remote,United States,"IT INTERN, DATA INTEGRATION SERVICES EXCEL,SPLUNK,TESTING,,,"
Spreedly,Data Analyst,Full Time,Senior-level,"APIs,Big Data,Business Analytics,Data analysis,Data quality,Data visualization","401(k) matching,Career development,Competitive pay,Equity,Flex hours",92000.0,Remote,United States,Big Data
"Flagship Pioneering, Inc.",Deep Learning (AI) Lead,Full Time,Senior-level,"Architecture,AWS,BERT,Biology,Chemistry,Computer Science","Career development,Startup environment",69000.0,In location,United States,Artificial Intelligence
StackAdapt,Data Analyst,Full Time,Senior-level,"Economics,Elasticsearch,Engineering,Excel,Finance,Mathematics","Career development,Competitive pay,Conferences,Equity,Flex vacation",92000.0,In location,Canada,Data Analyst
Experian,Data Scientist (Remote USA ONLY),Full Time,Senior-level,"Computer Science,Data analysis,Linux,Mathematics,Python,Research","401(k) matching,Equity,Flex hours,Flex vacation,Health care",129000.0,In location,United States,Data Science
AUTO1 Group,Lead Data Scientist/ Data Science Manager (f/m/x),Full Time,Senior-level,"AWS,Azure,Engineering,GCP,Google Cloud,Machine Learning","Career development,Relocation support,Startup environment,Team events",144000.0,In location,Germany,Data Science
PEAK6,Senior Machine Learning Scientist,Full Time,Senior-level,"APIs,Clustering,Computer Science,Data pipelines,Deep Learning,Engineering",Career development,129000.0,In location,United States,Machine Learning
Sertis,Senior Machine Learning Engineer,Full Time,Senior-level,"Architecture,AWS,Azure,Banking,Caffe,CI/CD","Career development,Flex hours,Flex vacation,Startup environment,Team events",131000.0,In location,Thailand,Machine Learning
Amazon.com,"Senior Applied Scientist, Sponsored Products, Demand Identification",Full Time,Senior-level,"A/B testing,Data analysis,Deep Learning,Distributed Systems,Engineering,Hadoop","Career development,Equity,Startup environment",136000.0,In location,Canada,Big Data
Jalasoft,Artificial Intelligence and Machine Learning Developer,Full Time,Mid-level,"CI/CD,Computer Vision,Deep Learning,Docker,Engineering,GCP",Career development,33000.0,Remote,Remote Worldwide,Artificial Intelligence
Addepar,"Sr. Manager, Portfolio Data Engineering",Full Time,Senior-level,"Agile,Databricks,ELT,Engineering,ETL,FinTech","Career development,Health care,Startup environment",115000.0,In location,India,Data Science
dentsu international,Modelling / Data Science - Lead Analyst - Analytics,Full Time,Senior-level,"Computer Science,Consulting,CX,EDA,Excel,Mathematics",Not specified,55000.0,In location,India,Data Science
OPPO Research Center,Senior Research Scientist/Engineer -Video Understanding,Full Time,Mid-level,"Caffe,Computer Science,Computer Vision,Deep Learning,Diffusion models,Engineering","Career development,Conferences",100000.0,In location,United States,"SENIOR RESEARCH SCIENTIST/ENGINEER -VIDEO UNDERSTANDING CAFFE,COMPUTER SCIENCE,COMPUTER VISION,DEEP LEARNING,DIFFUSION MODELS,ENGINEERING"
Informa Group Plc.,Data Architect - 12 Month FTC,Full Time,Senior-level,"Agile,Architecture,Athena,AWS,Data governance,Data management","Career development,Equity,Flex hours,Flex vacation,Medical leave",135000.0,In location,United Kingdom,"DATA ARCHITECT - 12 MONTH FTC AGILE,ARCHITECTURE,ATHENA,AWS,DATA GOVERNANCE,DATA MANAGEMENT"
Zego,Senior Analytics Engineer,Full Time,Mid-level,"Airflow,Amplitude,AWS,Data quality,Data warehouse,Engineering","Career development,Competitive pay,Equity,Flex hours,Health care",54000.0,Remote,United Kingdom,"SENIOR ANALYTICS ENGINEER AIRFLOW,AMPLITUDE,AWS,DATA QUALITY,DATA WAREHOUSE,ENGINEERING"
CGG,NLP Engineer,Full Time,Entry-level,"Architecture,CI/CD,Classification,Git,Linux,LLMs","Career development,Flex hours,Health care",44000.0,In location,United States,"NLP ENGINEER ARCHITECTURE,CI/CD,CLASSIFICATION,GIT,LINUX,LLMS"
BEES,Data Scientist | Bees Data,Full Time,Mid-level,"Computer Science,Consulting,Databricks,Data visualization,Deep Learning,E-commerce","Career development,Startup environment",55000.0,In location,United States,Data Science
Publicis Groupe,Data Scientist - Senior Manager (H/F),Full Time,Senior-level,"Agile,AWS,Azure,BigQuery,Data strategy,Engineering",Not specified,129000.0,In location,France,Data Science
Eurofins,Specification Coordinator - Data Management,Full Time,Entry-level,"Data management,Excel,Research,Testing","401(k) matching,Flex hours,Flex vacation,Health care,Insurance",39000.0,In location,United States,"SPECIFICATION COORDINATOR - DATA MANAGEMENT DATA MANAGEMENT,EXCEL,RESEARCH,TESTING,,"
Capco,Data Engineer,Full Time,Senior-level,"Architecture,AWS,Azure,Big Data,Consulting,Data management","Career development,Health care,Startup environment",115000.0,In location,United States,Big Data
Sertis,"Data Analytics, Manager",Full Time,Senior-level,"Banking,Business Intelligence,Computer Vision,Data Analytics,Data visualization,Engineering","Career development,Flex hours,Startup environment,Team events",55000.0,In location,Thailand,Data Analyst
Syngenta Group,Senior Master Data Engineer,Full Time,Senior-level,"APIs,CX,Data management,Data quality,Machine Learning,Microservices","401(k) matching,Career development,Flex vacation,Health care,Medical leave",115000.0,In location,United States,Data Engineer
OZ,Azure Data Engineer,Full Time,Mid-level,"Architecture,Azure,Big Data,Computer Science,Databricks,Data pipelines",Not specified,45000.0,In location,Argentina,Big Data
Sertis,Senior Data Analyst - Business Insights,Full Time,Senior-level,"Banking,Computer Vision,Consulting,Excel,Market research,Research","Career development,Flex hours,Startup environment,Team events",92000.0,In location,Thailand,Data Analyst
ServiceNow,Software QA Engineer - Machine Learning QE,Full Time,Senior-level,"Agile,Engineering,Machine Learning,Testing","401(k) matching,Competitive pay,Equity,Flex hours,Health care",98000.0,In location,United States,Machine Learning
Talan,Consultant(e) Data Analytics - H/F,Full Time,Entry-level,"AWS,Azure,Big Data,Data Analytics,ETL,GCP",Not specified,39000.0,In location,France,Big Data
Tiger Analytics,Power BI Architect,Full Time,Mid-level,"Architecture,Azure,Big Data,CI/CD,Consulting,Consulting firm",Career development,56000.0,In location,United States,Big Data
Farfetch,Senior Data Product Manager,Full Time,Senior-level,"Big Data,Business Intelligence,CX,Data Warehousing,E-commerce,Engineering","Career development,Flex hours,Health care,Insurance",55000.0,In location,India,Big Data
Zoox,Business Intelligence Lead,Full Time,Senior-level,"Business Intelligence,Data quality,Data Warehousing,Engineering,ETL,Looker",Not specified,69000.0,In location,United States,Business Intelligence
Riverside Research,Artificial Intelligence / Machine Learning Engineer - Sr,Full Time,Senior-level,"Angular,APIs,Architecture,Computer Science,Computer Vision,Data analysis",Career development,131000.0,In location,United States,Artificial Intelligence
Illuma Technology,Data Analyst,Full Time,Entry-level,"Business Intelligence,Computer Science,Data Mining,Linux,Machine Learning,Metabase","Career development,Health care,Insurance,Team events",42000.0,In location,United Kingdom,Data Analyst
Squarespace,"Sr. Data Engineer, Finance Products (Remote)",Full Time,Senior-level,"Airflow,BigQuery,Data pipelines,Data quality,Distributed Systems,Docker","Career development,Fertility benefits,Flex hours,Flex vacation,Health care",115000.0,Remote,United States,Data Engineer
Syngenta Group,MLOps Engineer,Full Time,Senior-level,"Agile,AWS,Azure,Big Data,CI/CD,DevOps","401(k) matching,Flex vacation,Health care,Medical leave,Parental leave",56000.0,In location,Malta,Big Data
Snorkel AI,Applied Research Scientist,Full Time,Senior-level,"AWS,Data pipelines,Engineering,GCP,Genetics,Google Cloud","401(k) matching,Career development,Flex hours,Flex vacation,Health care",89000.0,In location,United States,"APPLIED RESEARCH SCIENTIST AWS,DATA PIPELINES,ENGINEERING,GCP,GENETICS,GOOGLE CLOUD"
NielsenIQ,Junior Insight Analyst,Full Time,Entry-level,"Business Intelligence,Economics,Excel,Genetics,Market research,Research",Not specified,35000.0,In location,Philippines,Business Intelligence
Wolt,Senior Data Analyst (Wolt Market),Full Time,Senior-level,"A/B testing,Business Intelligence,Computer Science,CX,Data analysis,Data Analytics","Career development,Competitive pay,Equity,Home office stipend",92000.0,In location,Germany,Data Analyst
Experian,"Data Engineer - 12 Month FTC - Spark, Glue",Full Time,Senior-level,"Agile,Airflow,APIs,Architecture,Athena,AWS",Career development,115000.0,In location,United Kingdom,Big Data
harrison.ai,Senior Machine Learning Engineer (Deep Learning/Computer Vision),Full Time,Senior-level,"Agile,Classification,Computer Vision,Deep Learning,Engineering,Machine Learning","Career development,Flex hours,Medical leave,Parental leave,Startup environment",131000.0,In location,Australia,Machine Learning
SoFi,Analytics Engineer,Full Time,Senior-level,"Airflow,Computer Science,Data pipelines,Data warehouse,Engineering,Finance","Career development,Competitive pay,Health care,Insurance",110000.0,In location,United States,"ANALYTICS ENGINEER AIRFLOW,COMPUTER SCIENCE,DATA PIPELINES,DATA WAREHOUSE,ENGINEERING,FINANCE"
Surprise.com,Senior Business Data Analyst,Full Time,Senior-level,"A/B testing,BigQuery,Computer Science,Data Studio,Engineering,Finance","Competitive pay,Equity,Startup environment",30000.0,In location,Israel,Data Analyst
Innovaccer,Data Scientist,Full Time,Mid-level,"APIs,Architecture,AWS,Big Data,Computer Science,Deep Learning","Career development,Flex vacation,Health care,Paid sabbatical,Parental leave",55000.0,In location,India,Data Science
Tesco Bengaluru,Manager-Business Intelligence&Data Warehousing,Full Time,Senior-level,"Business Intelligence,CX,Data Warehousing,Engineering,Finance,Hadoop","Competitive pay,Team events",55000.0,In location,India,Big Data
Level AI,"Backend AI Engineer  (Remote, US)",Full Time,Mid-level,"Architecture,Django,Engineering,GCP,NLP,OOP",Startup environment,51000.0,Remote,United States,Artificial Intelligence
SGS,Data Analyst,Full Time,Entry-level,"Computer Science,Data analysis,Data visualization,Excel,Industrial,Mathematics","Career development,Competitive pay",42000.0,In location,Netherlands,Data Analyst
Sia Partners,Data Engineer Consultant,Full Time,Entry-level,"APIs,Architecture,AWS,Azure,Big Data,CI/CD",Startup environment,39000.0,In location,Netherlands,Big Data
Tiger Analytics,Data Scientist (Canada),Full Time,Mid-level,"Classification,Clustering,Computer Science,Consulting,Consulting firm,Data Analytics","Career development,Conferences",55000.0,Remote,Canada,Data Science
Beyond Finance,Senior Data Engineer,Full Time,Senior-level,"Airflow,Ansible,Architecture,AWS,BigQuery,Computer Science","Career development,Flex vacation,Health care,Parental leave,Startup environment",141000.0,In location,United States,Data Engineer
CRI Group,Business Intelligence Expert - 4335,Full Time,Senior-level,"Architecture,Business Intelligence,Data analysis,Data management,Data Mining,Data quality",Not specified,62000.0,In location,Belgium,Data Analyst
tiket.com,Business Intelligence,Full Time,Senior-level,"Business Intelligence,Data Studio,Data visualization,Data warehouse,OKR,Python",Not specified,55000.0,In location,Indonesia,Business Intelligence
Employment Hero,Data Engineer,Full Time,Mid-level,"Airflow,AWS,Azure,Dagster,Data pipelines,Data quality","Career development,Equity,Flex hours,Flex vacation,Health care",73000.0,Remote,Remote Worldwide,Data Engineer
Uni Systems,Business Intelligence Expert,Full Time,Mid-level,"Architecture,Business Intelligence,Data analysis,Data Mining,Data quality,Data warehouse",Not specified,51000.0,In location,Belgium,Data Analyst
AUTO1 Group,Senior Machine Learning Engineer (f/m/x),Full Time,Senior-level,"AWS,Engineering,LightGBM,Machine Learning,ML models,MLOps","Career development,Flex hours,Flex vacation,Relocation support,Startup environment",131000.0,In location,Germany,Machine Learning
Causaly,Senior Product Manager - AI & Data Products,Full Time,Mid-level,"Drug discovery,Engineering,Genetics,Machine Learning,NLP,Research","Career development,Competitive pay,Equity,Health care,Home office stipend",51000.0,In location,United Kingdom,Artificial Intelligence
Restaurant365,Senior Business Intelligence Analyst,Full Time,Senior-level,"Agile,Airflow,Azure,BigQuery,Business Intelligence,Data analysis","Competitive pay,Equity,Team events,Unlimited paid time off,Wellness",97000.0,Remote,United States,Data Analyst
Human Interest,Data Engineer,Full Time,Senior-level,"AWS,Data pipelines,Engineering,Genetics,Pipelines,Security","401(k) matching,Career development,Equity,Fertility benefits,Gear",0.0,Remote,United States,Data Engineer
Aimpoint Digital,Lead Data Engineer,Full Time,Senior-level,"AWS,Azure,BigQuery,CI/CD,Computer Science,Consulting",Not specified,103000.0,Remote,Georgia,Data Engineer
Nubank,Senior Machine Learning Engineer - afirmativa para pessoas negras,Full Time,Senior-level,"CI/CD,Clojure,Docker,Kubernetes,Machine Learning,Python",Fitness / gym,131000.0,In location,Brazil,Machine Learning
Aspirion,Director of Business Intelligence,Full Time,Executive-level,"APIs,Architecture,Azure,Business Intelligence,Computer Science,Data Mining","Career development,Competitive pay,Health care,Insurance",73000.0,Remote,Georgia,Business Intelligence
Ubisoft,Data Analyst,Full Time,Senior-level,"APIs,Computer Science,Data analysis,Data Mining,Data pipelines,Data visualization","Career development,Competitive pay,Gear,Home office stipend,Travel",92000.0,In location,Netherlands,Data Analyst
Stripe,Software Engineer - Machine Learning Infrastructure,Full Time,Senior-level,"Distributed Systems,Engineering,Machine Learning,ML infrastructure,ML models,Model training","Career development,Flex hours",62000.0,Remote,Canada,Machine Learning
Matterport,Sr / Staff Machine Learning Operations Engineer,Full Time,Senior-level,"3D graphics,Ansible,AWS,Big Data,C++,Computer Science",Not specified,62000.0,In location,United States,Big Data
DoubleVerify,Sr. Data Engineer,Full Time,Senior-level,"AWS,Azure,Big Data,BigQuery,Data Analytics,Databricks",Team events,115000.0,In location,Israel,Big Data
Nextail,Internship Program: Machine Learning Backend,Internship,Entry-level,"Agile,Consulting,Databricks,Machine Learning,ML models,Pipelines","Career development,Transparency",0.0,Remote,Remote Worldwide,Machine Learning
Block,"Senior Business Intelligence Analyst, Lead Gen & SEO Reporting",Full Time,Senior-level,"Architecture,Banking,Blockchain,Business Intelligence,Consulting,Crypto","Career development,Equity,Health care,Insurance,Parental leave",110000.0,In location,Georgia,Business Intelligence
